City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
692,Trat,TH,17.1006,100.8374,77.31,92,99,1.03,overcast clouds
693,Kununurra,AU,-33.65,115.3333,53.83,91,99,14.2,overcast clouds
694,Livingstonia,MW,-12.9274,34.2961,67.33,64,58,10.42,broken clouds
695,Tuggurt,MR,20.5022,-10.0711,101.73,9,60,9.28,broken clouds
696,Hervey Bay,AU,-33.65,115.3333,53.83,91,99,14.2,overcast clouds
697,Ca Mau,VN,13.7667,109.2333,79.52,82,100,4.27,overcast clouds
698,Zelenoborsk,RU,58.484,43.4088,58.48,80,99,2.28,overcast clouds
699,Pavlogradka,RU,58.484,43.4088,58.48,80,99,2.28,overcast clouds
700,Chino Valley,US,39.2333,-95.0336,89.51,70,35,1.99,scattered clouds
701,Aksarka,RU,58.484,43.4088,58.48,80,99,2.28,overcast clouds
702,Ewa Beach,US,39.2333,-95.0336,89.51,70,35,1.99,scattered clouds
703,Wajima,JP,35.1333,140.3,78.06,90,100,12.39,overcast clouds
704,Sinnamary,GF,3.1655,-52.3158,76.37,89,99,5.26,overcast clouds
705,Kota Kinabalu,MY,5.9749,116.0724,76.98,73,20,3.44,light rain
706,Hun,LY,31.7561,25.0865,78.85,65,0,11.03,clear sky
707,Putina,PE,-4.5772,-81.2719,66.72,78,1,18.84,clear sky
708,Ryotsu,JP,35.1333,140.3,78.06,90,100,12.39,overcast clouds
709,Kankon,IN,19.2,84.6167,77.59,90,60,4.47,broken clouds
710,Vyartsilya,RU,58.484,43.4088,58.48,80,99,2.28,overcast clouds
711,Khandyga,RU,58.484,43.4088,58.48,80,99,2.28,overcast clouds
712,El Badari,EG,31.3525,27.2453,77.94,73,0,8.95,clear sky
713,Druzhba,UZ,37.2242,67.2783,82.49,28,0,2.3,clear sky
714,Beboto,TD,11.8091,15.8632,74.95,78,97,9.95,overcast clouds
715,Luzhou,CN,39.4547,75.9797,79.34,24,0,3.76,clear sky
716,Porto Novo,PT,32.6667,-17.1,75.0,81,8,7.83,clear sky
717,Lushunkou,CN,39.4547,75.9797,79.34,24,0,3.76,clear sky
718,Kuche,CN,39.4547,75.9797,79.34,24,0,3.76,clear sky
719,Vuktyl,RU,58.484,43.4088,58.48,80,99,2.28,overcast clouds
